,Location,Dis No,Lat,Long
3832, Virginia,2018-0111-USA,37.55,-77.45
3833, Maryland,2018-0111-USA,39,-76.75
3835,Hawaï,2018-0146-USA,20.75,-156.5
3836,Shasta,2018-0258-USA,40.77,-122.03
3837, Trinity,2018-0258-USA,28.18,-82.68
3839, Lake,2018-0258-USA,52.92,9.13
3840, Colusa,2018-0258-USA,39.21,-122.01
3842,Bastrop,2018-0419-USA,32.76,-91.87
3843, Burnet,2018-0419-USA,30.76,-98.23
3844, Colorado,2018-0419-USA,-22.84,-51.97
3845, Fayette,2018-0419-USA,33.68,-87.83
3850, La Salle,2018-0419-USA,41.33,-89.09
3851, Live Oak,2018-0419-USA,36.98,-121.98
3852, Llano,2018-0419-USA,30.76,-98.67
3853, Mason,2018-0419-USA,39.36,-84.31
3856, Real,2018-0419-USA,14.66,121.6
3857, San Patricio,2018-0419-USA,19.22,-104.7
3860,Plains,2018-0045-USA,41.28,-75.85
3864,New Mexico,2018-0457-USA,34.5,-106
3865, Texas,2018-0457-USA,31.25,-99.25
3866, Iowa,2018-0457-USA,42,-93.5
3867, Minnesota,2018-0457-USA,46.25,-94.25
3868, Kansas,2018-0457-USA,38.5,-98.5
3869, Louisiana,2018-0457-USA,31,-92
3870, Tennessee,2018-0457-USA,35.75,-86.25
3872, Virginia,2018-0342-USA,37.55,-77.45
3876,Florida,2018-0373-USA,28.75,-82.5
3877, Georgia,2018-0373-USA,32.75,-83.5
3878, Alabama,2018-0373-USA,32.75,-86.75
3879, North Carolina,2018-0373-USA,35.5,-80
3880, Virginia,2018-0373-USA,37.55,-77.45
3881, Maryland,2018-0373-USA,39,-76.75
3882,Pella,2018-0279-USA,59.78,30.82
3884,Colorado,2018-0046-USA,-22.84,-51.97
3886,Wisconsin,2018-0331-USA,44.5,-90
3887, Iowa,2018-0331-USA,42,-93.5
3888, Minnesota,2018-0331-USA,46.25,-94.25
3889, Missouri,2018-0331-USA,38.25,-92.5
3890, Illinois,2018-0331-USA,40,-89.25
3891, Kentucky,2018-0331-USA,-30.77,151.45
3892, Pennsylvania,2018-0331-USA,40.27,-76.91
3893, Arkansas,2018-0331-USA,34.75,-92.5
3894, Ohio,2018-0331-USA,40.25,-83
3895, Indiana,2018-0331-USA,40,-86.25
3896,New York City,2018-0206-USA,40.71,-74.01
3898, Baltimore,2018-0206-USA,39.29,-76.61
3899, Maryland,2018-0206-USA,39,-76.75
3900,Southeast,2018-0170-USA,38.88,-76.99
3903,Thousand Oaks,2018-0468-USA,34.17,-118.84
3904, Oak Park,2018-0468-USA,41.88,-87.78
3905, Westlake Village,2018-0468-USA,34.15,-118.81
3906, Agoura Hills,2018-0468-USA,34.14,-118.77
3907, West Hills,2018-0468-USA,34.2,-118.64
3908, Simi Valley,2018-0468-USA,34.27,-118.78
3909, Chatsworth,2018-0468-USA,34.77,-84.77
3911, Hidden Hills,2018-0468-USA,34.16,-118.65
3913,Amador,2019-0086-USA,18.55,-69.19
3915, Lake,2019-0086-USA,52.92,9.13
3917, Sonoma,2019-0086-USA,38.29,-122.46
3921,Robertson,2019-0160-USA,36.52,-86.87
3922, Angelina,2019-0160-USA,-27.57,-48.99
3924, Arkansas,2019-0160-USA,34.75,-92.5
3925, Mississippi,2019-0160-USA,32.75,-89.75
3926,Jefferson city,2019-0250-USA,38.58,-92.17
3930,Missouri,2019-0624-USA,38.25,-92.5
3931, Nebraska,2019-0624-USA,41.5,-99.75
3932, Indiana,2019-0624-USA,40,-86.25
3933, Kansas,2019-0624-USA,38.5,-98.5
3934, Louisiana,2019-0624-USA,31,-92
3935, Mississippi,2019-0624-USA,32.75,-89.75
3936, Alabama,2019-0624-USA,32.75,-86.75
3937, Florida,2019-0624-USA,28.75,-82.5
3938, Georgia,2019-0624-USA,32.75,-83.5
3939,Nebraska,2019-0116-USA,41.5,-99.75
3940, Iowa,2019-0116-USA,42,-93.5
3941, Wisconsin,2019-0116-USA,44.5,-90
3942, Missouri,2019-0116-USA,38.25,-92.5
3943, Kansas,2019-0116-USA,38.5,-98.5
3944, Illinois,2019-0116-USA,40,-89.25
3945, Minnesota,2019-0116-USA,46.25,-94.25
3946, South Dakota,2019-0116-USA,44.5,-100.25
3953,Texas,2019-0184-USA,31.25,-99.25
3955,Texas,2019-0417-USA,31.25,-99.25
3956,Missouri,2019-0007-USA,38.25,-92.5
3957, Illinois,2019-0007-USA,40,-89.25
3958, Iowa,2019-0007-USA,42,-93.5
3959, Kansas,2019-0007-USA,38.5,-98.5
3960, Nebraska,2019-0007-USA,41.5,-99.75
3962, Virginia,2019-0007-USA,37.55,-77.45
3963, Colorado,2019-0007-USA,-22.84,-51.97
3965, South Carolina,2019-0007-USA,34,-81
3966,Alabama,2019-0081-USA,32.75,-86.75
3967, Georgia,2019-0081-USA,32.75,-83.5
3968, South Carolina,2019-0081-USA,34,-81
3969, Florida,2019-0081-USA,28.75,-82.5
3970, Mississippi,2019-0081-USA,32.75,-89.75
3972,Texas,2019-0484-USA,31.25,-99.25
3973, Arkansas,2019-0484-USA,34.75,-92.5
3974, Oklahoma,2019-0484-USA,35.49,-97.5
3975, Missouri,2019-0484-USA,38.25,-92.5
3976, Louisiana,2019-0484-USA,31,-92
3979,Louisiana,2019-0335-USA,31,-92
3980, Mississippi,2019-0335-USA,32.75,-89.75
3981, Arkansas,2019-0335-USA,34.75,-92.5
3982, Oklahoma,2019-0335-USA,35.49,-97.5
3984,Florida,2019-0412-USA,28.75,-82.5
3985, Georgia,2019-0412-USA,32.75,-83.5
3986, South Carolina,2019-0412-USA,34,-81
3987, North Carolina,2019-0412-USA,35.5,-80
3988, Virginia,2019-0412-USA,37.55,-77.45
3990,Los Angeles,2019-0517-USA,34.05,-118.24
3991, San Bernardino,2019-0517-USA,34.11,-117.29
3992, Ventura,2019-0517-USA,34.28,-119.29
3996,Louisiana,2020-0148-USA,31,-92
3997, Texas,2020-0148-USA,31.25,-99.25
3998, Mississippi,2020-0148-USA,32.75,-89.75
3999, South Carolina,2020-0148-USA,34,-81
4000, Georgia,2020-0148-USA,32.75,-83.5
4001, Tennessee,2020-0148-USA,35.75,-86.25
4002, Arkansas,2020-0148-USA,34.75,-92.5
4003, North Carolina,2020-0148-USA,35.5,-80
4004, Alabama,2020-0148-USA,32.75,-86.75
4005,Texas,2020-0011-USA,31.25,-99.25
4006, Oklahoma,2020-0011-USA,35.49,-97.5
4007, Missouri,2020-0011-USA,38.25,-92.5
4008, Arkansas,2020-0011-USA,34.75,-92.5
4009, Louisiana,2020-0011-USA,31,-92
4010, Mississippi,2020-0011-USA,32.75,-89.75
4011, Alabama,2020-0011-USA,32.75,-86.75
4012, Tennessee,2020-0011-USA,35.75,-86.25
4013, Kentucky,2020-0011-USA,-30.77,151.45
4016, Kentucky,2020-0082-USA,-30.77,151.45
4017, Missouri,2020-0082-USA,38.25,-92.5
4018, Mississippi,2020-0082-USA,32.75,-89.75
4019, Georgia,2020-0082-USA,32.75,-83.5
4020, Texas,2020-0082-USA,31.25,-99.25
